Date,Level (m),Level_change (cm),Surface_water_temperature (Celcius),Air_temperature_low (Celcius),Air_temperature_high (Celcius),Code,Bridge_clearance (m),,,,,,,,,
2012-04-11,345.113,4.5,2.8,6.7,18.1,scr,7.405,,,,,,,,,
2012-04-12,345.159,4.6,2.8,5.9,18.7,ccr,7.359,,,,,,,,,
2012-04-13,345.197,3.8,3.3,6.8,15.9,scr,7.321,,,,,,,,,
2012-04-14,345.244,4.7,3.3,6.4,12.9,ccr,7.274,,,,,,,,,
2012-04-15,345.279,3.5,3.3,3.2,15.4,scc,7.239,,,,,,,,,
2012-04-16,345.312,3.3,3.3,2.7,14.8,ccc,7.206,,,,,,,,,
2012-04-17,345.344,3.2,3.3,3.4,16,ccr,7.174,,,,,,,,,
2012-04-18,345.375,3.1,3.3,6.2,17.6,scr,7.143,,,,,,,,,
2012-04-19,345.407,3.2,3.3,6.4,17.1,scr,7.111,,,,,,,,,
2012-04-20,345.438,3.1,3.3,5.5,18.7,scr,7.08,,,,,,,,,
2012-04-21,345.468,3,3.3,2.9,19.3,ssc,7.05,,,,,,,,,
2012-04-22,345.527,5.9,3.9,5.8,20.2,scc,6.991,,,,,,,,,
2012-04-23,345.601,7.4,3.9,7.4,23.1,ssc,6.917,,,,,,,,,
2012-04-24,345.664,6.3,3.9,9.9,19.7,scr,6.854,,,,,,,,,
2012-04-25,345.728,6.4,3.9,12.3,21.3,scr,6.79,,,,,,,,,
2012-04-26,345.831,10.3,5.6,6.9,15.7,crr,6.687,,,,,,,,,
2012-04-27,345.986,15.5,6.1,4.1,16.8,scr,6.532,,,,,,,,,
2012-04-28,346.15,16.4,8.3,3,19.3,ssc,6.368,,,,,,,,,
2012-04-29,346.283,13.3,8.9,9.4,21.9,ssc,6.235,,,,,,,,,
2012-04-30,346.362,7.9,10,7.7,15.2,ccr,6.156,,,,,,,,,
2012-05-01,346.418,5.6,10,7.4,18.6,scr,6.1,,,,,,,,,
2012-05-02,346.483,6.5,11.1,7.5,17.5,ssc,6.035,,,,,,,,,
2012-05-03,346.544,6.1,11.1,7.1,17.9,scr,5.974,,,,,,,,,
2012-05-04,346.6,5.6,11.1,7.7,17.1,cct,5.918,,,,,,,,,
2012-05-05,346.641,4.1,11.1,7.5,16.9,ssc,5.877,,,,,,,,,
2012-05-06,346.681,4,11.1,3.5,23.5,ssc,5.837,,,,,,,,,
2012-05-07,346.718,3.7,11.1,6.5,21.8,scc,5.8,,,,,,,,,
2012-05-08,346.75,3.2,11.1,11.5,19.7,scc,5.768,,,,,,,,,
2012-05-09,346.784,3.4,11.1,6.9,17.2,ccr,5.734,,,,,,,,,
2012-05-10,346.805,2.1,11.7,2.5,18.9,ssc,5.713,,,,,,,,,
2012-05-11,346.823,1.8,12.8,2.4,22.9,ssc,5.695,,,,,,,,,
2012-05-12,346.854,3.1,12.2,4.6,31,ssc,5.664,,,,,,,,,
2012-05-13,346.887,3.3,11.1,10.3,28.6,ssc,5.631,,,,,,,,,
2012-05-14,346.918,3.1,11.1,9.8,27.5,ssc,5.6,,,,,,,,,
2012-05-15,346.953,3.5,11.1,12.3,27.2,scc,5.565,,,,,,,,,
2012-05-16,346.986,3.3,11.7,7.3,18.9,scc,5.532,,,,,,,,,
2012-05-17,347.026,4,11.7,5.1,20.1,scc,5.492,,,,,,,,,
2012-05-18,347.078,5.2,11.7,5.3,19.9,scc,5.44,,,,,,,,,
2012-05-19,347.139,6.1,12.2,4.3,25.9,scc,5.379,,,,,,,,,
2012-05-20,347.21,7.1,12.2,10.1,17.1,ccr,5.308,,,,,,,,,
2012-05-21,347.276,6.6,12.2,11.4,17.1,crr,5.242,,,,,,,,,
2012-05-22,347.345,6.9,12.2,9.9,23.3,ccr,5.173,,,,,,,,,
2012-05-23,347.429,8.4,12.2,9.1,19.3,scr,5.089,,,,,,,,,
2012-05-24,347.48,5.1,12.2,9.7,20.7,ssc,5.038,,,,,,,,,
2012-05-25,347.523,4.3,12.8,8.3,27.7,ssc,4.995,,,,,,,,,
2012-05-26,347.564,4.1,12.8,9.9,28.6,sss,4.954,,,,,,,,,
2012-05-27,347.609,4.5,12.8,9.6,30.7,ssc,4.909,,,,,,,,,
2012-05-28,347.653,4.4,13.3,10.7,27.3,scr,4.865,,,,,,,,,
2012-05-29,347.69,3.7,14.4,9.7,21.7,scc,4.828,,,,,,,,,
2012-05-30,347.729,3.9,14.4,9.7,26,ssc,4.789,,,,,,,,,
2012-05-31,347.76,3.1,15,12.3,23.4,scr,4.758,,,,,,,,,
2012-06-01,347.795,3.5,15,12.5,20.3,ccr,4.723,,,,,,,,,
2012-06-02,347.846,5.1,13.9,12.3,26.3,ssc,4.672,,,,,,,,,
2012-06-03,347.877,3.1,13.9,9.1,20.9,scr,4.641,,,,,,,,,
2012-06-04,347.901,2.4,13.9,11.9,18,ccr,4.617,,,,,,,,,
2012-06-05,347.953,5.2,14.4,13.1,15.7,crr,4.565,,,,,,,,,
2012-06-06,348.072,11.9,14.4,8.4,13.5,rrr,4.446,,,,,,,,,
2012-06-07,348.253,18.1,14.4,6.7,16.7,ccr,4.265,,,,,,,,,
2012-06-08,348.35,9.7,13.9,9.9,20.3,scr,4.168,,,,,,,,,
2012-06-09,348.421,7.1,13.3,11.1,17.5,ccr,4.097,,,,,,,,,
2012-06-10,348.478,5.7,13.3,10.1,26.1,scc,4.04,,,,,,,,,
2012-06-11,348.533,5.5,13.3,10.7,32.7,ssc,3.985,,,,,,,,,
2012-06-12,348.591,5.8,13.3,12.9,24.1,scr,3.927,,,,,,,,,
2012-06-13,348.645,5.4,13.3,13.7,23.5,scr,3.873,,,,,,,,,
2012-06-14,348.77,12.5,13.3,11.8,20.8,scr,3.748,,,,,,,,,
2012-06-15,348.837,6.7,12.8,8.7,24.5,ssc,3.681,,,,,,,,,
2012-06-16,348.884,4.7,12.8,12.9,18.5,crr,3.634,,,,,,,,,
2012-06-17,348.964,8,12.8,12.7,21.7,ccr,3.554,,,,,,,,,
2012-06-18,349.104,14,13.9,11.9,21.1,scr,3.414,,,,,,,,,
2012-06-19,349.181,7.7,13.9,11.5,19.3,scr,3.337,,,,,,,,,
2012-06-20,349.232,5.1,13.9,13.1,27.4,ssc,3.286,,,,,,,,,
2012-06-21,349.26,2.8,13.9,13.9,29.9,ssc,3.258,,,,,,,,,
2012-06-22,349.286,2.6,13.9,16.5,32.7,ssc,3.232,,,,,,,,,
2012-06-23,349.361,7.5,13.9,16.9,26.3,scr,3.157,,,,,,,,,
2012-06-24,349.472,11.1,13.9,12.3,21.7,scr,3.046,,,,,,,,,
2012-06-25,349.54,6.8,13.9,12.2,21.1,scr,2.978,,,,,,,,,
2012-06-26,349.577,3.7,14.4,11.2,21.1,scc,2.941,,,,,,,,,
2012-06-27,349.588,1.1,14.4,15,25.5,ssc,2.93,,,,,,,,,
2012-06-28,349.561,-2.7,14.4,14.1,28.3,ssc,2.957,,,,,,,,,
2012-06-29,349.553,-0.8,14.4,15.8,28,scr,2.965,,,,,,,,,
2012-06-30,349.529,-2.4,14.4,16.6,28.3,scr,2.989,,,,,,,,,
2012-07-01,349.53,0.1,14.4,16.7,28.7,ssc,2.988,,,,,,,,,
2012-07-02,349.508,-2.2,14.4,12.5,25,scr,3.01,,,,,,,,,
2012-07-03,349.497,-1.1,15,13.1,23.1,crr,3.021,,,,,,,,,
2012-07-04,349.519,2.2,15,11.3,25.9,scr,2.999,,,,,,,,,
2012-07-05,349.505,-1.4,15,10.9,30.3,ssc,3.013,,,,,,,,,
2012-07-06,349.468,-3.7,15,12.8,33.9,ssc,3.05,,,,,,,,,
2012-07-07,349.419,-4.9,15,16,33.5,sss,3.099,,,,,,,,,
2012-07-08,349.384,-3.5,15.6,15.9,35.9,sss,3.134,,,,,,,,,
2012-07-09,349.336,-4.8,15.6,18.7,34.9,ssc,3.182,,,,,,,,,
2012-07-10,349.299,-3.7,15.6,17.5,36.3,ssc,3.219,,,,,,,,,
2012-07-11,349.251,-4.8,15.6,16.1,37,sss,3.267,,,,,,,,,
2012-07-12,349.192,-5.9,15.6,17.5,36.3,ssc,3.326,,,,,,,,,
2012-07-13,349.114,-7.8,15.6,18.1,36.1,ssc,3.404,,,,,,,,,
2012-07-14,349.046,-6.8,15.6,19.1,32.2,scc,3.472,,,,,,,,,
2012-07-15,348.985,-6.1,16.1,18.4,27.5,ccr,3.533,,,,,,,,,
2012-07-16,348.909,-7.6,16.1,17,34.5,ssc,3.609,,,,,,,,,
2012-07-17,348.832,-7.7,16.1,17.5,32.7,ssc,3.686,,,,,,,,,
2012-07-18,348.757,-7.5,16.1,19.1,33.5,ssc,3.761,,,,,,,,,
2012-07-19,348.686,-7.1,16.1,16.3,35.3,ssc,3.832,,,,,,,,,
2012-07-20,348.584,-10.4,16.1,19.4,30.6,scr,3.934,,,,,,,,,
2012-07-21,348.518,-6.6,20,17,31.1,ssc,4,,,,,,,,,
2012-07-22,348.469,-4.9,20,15.9,31.1,scr,4.049,,,,,,,,,
2012-07-23,348.38,-8.9,19.4,15.4,25.7,ccr,4.138,,,,,,,,,
2012-07-24,348.329,-5.1,20,14,24.3,ssc,4.189,,,,,,,,,
2012-07-25,348.244,-8.5,21.1,15.5,30.6,ssc,4.274,,,,,,,,,
2012-07-26,348.466,-7.8,21.1,15.8,33.3,ssc,4.052,,,,,,,,,
2012-07-27,348.074,-9.2,21.1,18,33.1,scr,4.444,,,,,,,,,
2012-07-28,347.99,-8.4,22.2,14.5,30,scr,4.528,,,,,,,,,
2012-07-29,347.904,-8.6,22.2,15.3,32.3,ssc,4.614,,,,,,,,,
2012-07-30,347.852,-5.2,22.8,15.7,31.7,scr,4.666,,,,,,,,,
2012-07-31,347.776,-7.6,22.8,15.7,31.1,ssc,4.742,,,,,,,,,
2012-08-01,347.685,-9.1,23.3,15.1,31,ssc,4.833,,,,,,,,,
2012-08-02,347.611,-7.4,23.3,16.4,27.9,ssc,4.907,,,,,,,,,
2012-08-03,347.542,-6.9,23.9,12.1,31.5,ssc,4.976,,,,,,,,,
2012-08-04,347.458,-8.4,23.9,15,34.1,ssc,5.06,,,,,,,,,
2012-08-05,347.381,-7.7,23.9,17.2,36.3,ssc,5.137,,,,,,,,,
2012-08-06,347.329,-5.2,23.9,18.1,34.7,scr,5.189,,,,,,,,,
2012-08-07,347.273,-5.6,23.9,17.5,31.6,ssc,5.245,,,,,,,,,
2012-08-08,347.212,-6.1,23.9,17.1,30.7,ssc,5.306,,,,,,,,,
2012-08-09,347.128,-8.4,24.4,13.4,30.3,ssc,5.39,,,,,,,,,
2012-08-10,347.072,-5.6,24.4,13.9,31.3,ssc,5.446,,,,,,,,,
2012-08-11,347.018,-5.4,24.4,14.8,31.7,sss,5.5,,,,,,,,,
2012-08-12,346.951,-6.7,24.4,15,33.1,ssc,5.567,,,,,,,,,
2012-08-13,346.89,-6.1,24.4,15.3,31.5,ssc,5.628,,,,,,,,,
2012-08-14,346.83,-6,24.4,17.5,29.9,scc,5.688,,,,,,,,,
2012-08-15,346.779,-5.1,24.4,13.8,32.1,ssc,5.739,,,,,,,,,
2012-08-16,346.731,-4.8,24.4,12.5,32.9,sss,5.787,,,,,,,,,
2012-08-17,346.699,-3.2,24.4,13.5,33.7,sss,5.819,,,,,,,,,
2012-08-18,346.653,-4.6,24.4,15.1,33.1,sss,5.865,,,,,,,,,
2012-08-19,346.597,-5.6,24.4,17.8,34.5,ssc,5.921,,,,,,,,,
2012-08-20,346.531,-6.6,24.4,17,33.1,ssc,5.987,,,,,,,,,
2012-08-21,346.51,-2.1,24.4,16.2,30.7,ssc,6.008,,,,,,,,,
2012-08-22,346.451,-5.9,24.4,14.7,28.9,ssc,6.067,,,,,,,,,
2012-08-23,346.4,-5.1,24.4,15.1,25.5,scc,6.118,,,,,,,,,
2012-08-24,346.359,-4.1,23.3,14.1,22.9,scc,6.159,,,,,,,,,
2012-08-25,346.327,-3.2,23.3,9.9,27.6,sss,6.191,,,,,,,,,
2012-08-26,346.278,-4.9,23.3,11.2,27.9,ssc,6.24,,,,,,,,,
2012-08-27,346.234,-4.4,23.3,17.3,30.7,ssc,6.284,,,,,,,,,
2012-08-28,346.203,-3.1,23.3,13.2,24.7,ccr,6.315,,,,,,,,,
2012-08-29,346.167,-3.6,22.8,11.5,25.1,ssc,6.351,,,,,,,,,
2012-08-30,346.139,-2.8,22.8,13.1,25.2,scr,6.379,,,,,,,,,
2012-08-31,346.107,-3.2,22.8,11.3,25.9,ssc,6.411,,,,,,,,,
2012-09-01,346.066,-4.1,22.8,11.1,21.7,scc,6.452,,,,,,,,,
2012-09-02,346.027,-3.9,22.2,11,21.7,scc,6.491,,,,,,,,,
2012-09-03,346.006,-2.1,22.2,12.3,23.5,ssc,6.512,,,,,,,,,
2012-09-04,345.981,-2.5,22.2,12.1,24.9,scc,6.537,,,,,,,,,
2012-09-05,345.95,-3.1,21.1,11.9,20.7,ccc,6.568,,,,,,,,,
2012-09-06,345.925,-2.5,21.1,8.7,25.3,sss,6.593,,,,,,,,,
2012-09-07,345.901,-2.4,21.1,9.9,26.7,sss,6.617,,,,,,,,,
2012-09-08,345.875,-2.6,21.1,11.5,28.5,ssc,6.643,,,,,,,,,
2012-09-09,345.853,-2.2,21.1,15.8,28.3,ssc,6.665,,,,,,,,,
2012-09-10,345.82,-3.3,20.6,10.9,20.1,ccr,6.698,,,,,,,,,
2012-09-11,345.791,-2.9,20,8.2,18.4,scc,6.727,,,,,,,,,
2012-09-12,345.765,-2.6,20,5.7,20.3,ssc,6.753,,,,,,,,,
2012-09-13,345.741,-2.4,20,7.1,24.3,sss,6.777,,,,,,,,,
2012-09-14,345.718,-2.3,20,10,24.9,ssc,6.8,,,,,,,,,
2012-09-15,345.693,-2.5,20,9.3,25.7,ssc,6.825,,,,,,,,,
2012-09-16,345.672,-2.1,20,8,24.3,ssc,6.846,,,,,,,,,
2012-09-17,345.653,-1.9,20,7.5,24.6,sss,6.865,,,,,,,,,
2012-09-18,345.633,-2,19.4,7.8,24.2,ssc,6.885,,,,,,,,,
2012-09-19,345.615,-1.8,19.4,8.9,24.9,ssc,6.903,,,,,,,,,
2012-09-20,345.595,-2,19.4,9.9,25.1,ssc,6.923,,,,,,,,,
2012-09-21,345.578,-1.7,19.4,9.6,24.6,ssc,6.94,,,,,,,,,
2012-09-22,345.56,-1.8,19.4,9.9,23.7,ssc,6.958,,,,,,,,,
2012-09-23,345.544,-1.6,18.9,9.9,24.1,sss,6.974,,,,,,,,,
2012-09-24,345.526,-1.8,18.9,9.5,24.2,ssc,6.992,,,,,,,,,
2012-09-25,345.509,-1.7,19.4,14.1,24.3,scr,7.009,,,,,,,,,
2012-09-26,345.493,-1.6,19.4,8,22.1,ssc,7.025,,,,,,,,,
2012-09-27,345.476,-1.7,18.9,7,23.3,ssc,7.042,,,,,,,,,
2012-09-28,345.461,-1.5,18.9,8.4,22.6,ccr,7.057,,,,,,,,,
2012-09-29,345.441,-2,18.9,11.5,23.2,scc,7.077,,,,,,,,,
2012-09-30,345.423,-1.8,18.9,8.1,21.5,ssc,7.095,,,,,,,,,
2012-10-01,345.406,-1.7,18.9,10.4,23.5,ccr,7.112,,,,,,,,,
2012-10-02,345.395,-1.1,18.9,9.5,22.3,scr,7.123,,,,,,,,,
2012-10-03,345.383,-1.2,18.3,1.5,16.3,ssc,7.135,,,,,,,,,
2012-10-04,345.366,-1.7,18.3,0.4,15.9,sss,7.152,,,,,,,,,
2012-10-05,345.35,-1.6,18.3,0.4,15.9,sss,7.168,,,,,,,,,
2012-10-06,345.337,-1.3,17.8,1.7,16.6,ssc,7.181,,,,,,,,,
2012-10-07,345.323,-1.4,17.8,2.9,16.4,ssc,7.195,,,,,,,,,
2012-10-08,345.311,-1.2,17.8,5.1,17.9,ssc,7.207,,,,,,,,,
2012-10-09,345.274,-1.7,17.8,5,18.1,ssc,7.244,,,,,,,,,
2012-10-10,345.278,-1.6,17.8,4.5,18.3,sss,7.24,,,,,,,,,
2012-10-11,345.263,-1.5,17.2,4.1,16.8,ssc,7.255,,,,,,,,,
2012-10-12,345.248,-1.5,17.2,9.2,17.3,ccr,7.27,,,,,,,,,
2012-10-13,345.243,-0.5,17.2,10.8,17.5,ccr,7.275,,,,,,,,,
2012-10-14,345.239,-0.4,17.2,11.5,14.7,ccr,7.279,,,,,,,,,
2012-10-15,345.245,0.6,17.2,11.9,20.9,scr,7.273,,,,,,,,,
2012-10-16,345.256,1.1,17.2,9.3,14.8,crr,7.262,,,,,,,,,
2012-10-17,345.268,1.2,16.7,4.1,14.9,ssc,7.25,,,,,,,,,
2012-10-18,345.282,1.4,16.7,7.3,9.8,crr,7.236,,,,,,,,,
2012-10-19,345.294,1.2,16.7,7.4,11.5,ccr,7.224,,,,,,,,,
2012-10-20,345.307,1.3,16.7,6.1,12.1,ccr,7.211,,,,,,,,,
2012-10-21,345.323,1.6,16.7,1.8,10.3,scr,7.195,,,,,,,,,
2012-10-22,345.336,1.3,15.6,0.5,10.3,ssc,7.182,,,,,,,,,
2012-10-23,345.351,1.5,15.6,3.5,6.6,crx,7.167,,,,,,,,,
2012-10-24,345.367,1.6,15.6,2.7,8.8,crx,7.151,,,,,,,,,
2012-10-25,345.375,0.8,14.4,3.1,7.5,ccr,7.143,,,,,,,,,
2012-10-26,345.365,-1,14.4,3.9,8.5,ccr,7.153,,,,,,,,,
2012-10-27,345.353,-1.2,14.4,4.4,7.9,crr,7.165,,,,,,,,,
2012-10-28,345.358,0.5,14.4,4.7,10.7,scr,7.16,,,,,,,,,
2012-10-29,345.364,0.6,14.4,5.9,8.8,crr,7.154,,,,,,,,,
2012-10-30,345.372,0.8,14.4,6.6,11.5,ccr,7.146,,,,,,,,,
2012-10-31,345.381,0.9,14.4,7.1,9.8,crr,7.137,,,,,,,,,
2012-11-01,345.398,1.7,14.4,7.9,10.5,crr,7.12,,,,,,,,,
2012-11-02,345.417,1.9,14.4,8.9,14.1,ccr,7.101,,,,,,,,,
2012-11-03,345.439,2.2,14.4,9.1,11.1,crr,7.079,,,,,,,,,
2012-11-04,345.46,2.1,13.9,8.9,11.7,crr,7.058,,,,,,,,,
2012-11-05,345.485,2.5,13.3,7.5,16.5,ssc,7.033,,,,,,,,,
2012-11-06,345.508,2.3,13.3,5.7,8.7,crr,7.01,,,,,,,,,
2012-11-07,345.53,2.2,12.8,3.9,10.1,ccr,6.988,,,,,,,,,
2012-11-08,345.548,1.8,12.8,1.1,8.5,ssc,6.97,,,,,,,,,
2012-11-09,345.562,1.4,12.8,1.2,5.4,ccx,6.956,,,,,,,,,
2012-11-10,345.573,1.1,12.8,0.1,2.9,scc,6.945,,,,,,,,,
2012-11-11,345.578,0.5,12.2,-4,2.3,ccx,6.94,,,,,,,,,
2012-11-12,345.58,0.2,12.2,-0.1,4.2,ccx,6.938,,,,,,,,,
2012-11-13,345.578,-0.2,12.2,2.5,5.5,ccr,6.94,,,,,,,,,
2012-11-14,345.574,-0.4,12.2,2.9,8.3,ccr,6.944,,,,,,,,,
2012-11-15,345.568,-0.6,12.2,0.7,9,scc,6.95,,,,,,,,,
2012-11-16,345.561,-0.7,12.8,1.4,9.1,scc,6.957,,,,,,,,,
2012-11-17,345.554,-0.7,12.8,5.1,7.9,ccr,6.964,,,,,,,,,
2012-11-18,345.558,0.4,12.8,3.3,7.8,ccr,6.96,,,,,,,,,
2012-11-19,345.564,0.6,12.8,5.7,7.7,crr,6.954,,,,,,,,,
2012-11-20,345.571,0.7,12.2,4.7,10.5,scr,6.947,,,,,,,,,
2012-11-21,345.579,0.8,12.2,3.7,8.2,crr,6.939,,,,,,,,,
2012-11-22,345.588,0.9,12.2,-0.1,6.5,scr,6.93,,,,,,,,,
2012-11-23,345.596,0.8,12.2,2.5,7.9,ccr,6.922,,,,,,,,,
2012-11-24,345.603,0.7,12.2,3.7,9.3,scr,6.915,,,,,,,,,
2012-11-25,345.608,0.5,12.2,-0.1,7.5,ssc,6.91,,,,,,,,,
2012-11-26,345.607,-0.1,11.7,1.8,8.1,scc,6.911,,,,,,,,,
2012-11-27,345.6,-0.7,11.7,-0.4,7.1,ccr,6.918,,,,,,,,,
2012-11-28,345.593,-0.7,11.7,-0.7,6.4,scc,6.925,,,,,,,,,
2012-11-29,345.588,-0.5,11.7,2.7,7.4,rrr,6.93,,,,,,,,,
2012-11-30,345.584,-0.4,11.7,2.4,8.1,crr,6.934,,,,,,,,,
2012-12-01,345.58,-0.4,11.7,6.1,9.1,ccr,6.938,,,,,,,,,
2012-12-02,345.577,-0.3,11.1,5.2,9.8,ccr,6.941,,,,,,,,,
2012-12-03,345.576,-0.1,11.1,4.1,10.3,crr,6.942,,,,,,,,,
2012-12-04,345.579,0.3,11.1,4.3,8.9,scr,6.939,,,,,,,,,
2012-12-05,345.583,0.4,11.1,4.3,9.7,scc,6.935,,,,,,,,,
2012-12-06,345.585,0.2,11.1,1.5,7.1,crx,6.933,,,,,,,,,
2012-12-07,345.586,0.1,11.1,-1.3,4.2,crx,6.932,,,,,,,,,
2012-12-08,345.583,-0.3,11.1,-3.5,2.3,scc,6.935,,,,,,,,,
2012-12-09,345.582,-0.1,11.1,-3.5,2.3,cxx,6.936,,,,,,,,,
2012-12-10,345.58,-0.2,11.1,1.1,2.8,cxx,6.938,,,,,,,,,
2012-12-11,345.577,-0.3,10.6,0.7,4.1,cxx,6.941,,,,,,,,,
2012-12-12,345.574,-0.3,10.6,1.8,4.6,ccc,6.944,,,,,,,,,
2012-12-13,345.57,-0.4,10.6,1.2,4.1,ccx,6.948,,,,,,,,,
2012-12-14,345.566,-0.4,10.6,-2.4,5.3,scx,6.952,,,,,,,,,
2012-12-15,345.561,-0.5,10.6,-2.3,1.9,ccc,6.957,,,,,,,,,
2012-12-16,345.558,-0.3,10,-0.3,3.4,ccx,6.96,,,,,,,,,
2012-12-17,345.557,-0.1,9.4,1.2,4.7,cxx,6.961,,,,,,,,,
2012-12-18,345.559,0.2,9.4,-1.4,4.3,ssc,6.959,,,,,,,,,
2012-12-19,345.56,0.1,8.9,-1.5,1.7,ccx,6.958,,,,,,,,,
2012-12-20,345.558,-0.2,8.9,-0.5,4.3,ccc,6.96,,,,,,,,,
2012-12-21,345.555,-0.3,8.9,-1.7,3.3,scx,6.963,,,,,,,,,
2012-12-22,345.551,-0.4,8.9,1.8,4.1,ccx,6.967,,,,,,,,,
2012-12-23,345.546,-0.5,8.3,-1.3,4.6,scc,6.972,,,,,,,,,
2012-12-24,345.543,-0.3,8.3,-2.9,2.1,ccc,6.975,,,,,,,,,
2012-12-25,345.538,-0.5,8.3,-4,1.9,ccc,6.98,,,,,,,,,
2012-12-26,345.532,-0.6,7.8,-0.1,2.7,ccc,6.986,,,,,,,,,
2012-12-29,345.505,-1.4,6.7,0.8,3.2,ccx,7.013,,,,,,,,,
2012-12-28,345.519,-0.8,6.7,1,4.1,ccx,6.999,,,,,,,,,
2012-12-27,345.527,-0.5,7.8,-0.1,2.7,ccx,6.991,,,,,,,,,
2012-12-30,345.493,-1.2,5,-0.5,3.7,scc,7.025,,,,,,,,,
2012-12-31,345.48,-1.3,5,-3.2,2.6,ccc,7.038,,,,,,,,,
2013-01-01,345.469,-1.1,5,-2.8,3.1,scc,7.049,,,,,,,,,
2013-01-02,345.457,-1.2,3.3,-3.2,0.9,scc,7.061,,,,,,,,,
2013-01-03,345.446,-1.1,3.3,-3.4,0.9,ssc,7.072,,,,,,,,,
2013-01-04,345.434,-1.2,3.3,-3.9,1.5,ccx,7.084,,,,,,,,,
2013-01-05,345.423,-1.1,3.3,-4.7,0.9,ccx,7.095,,,,,,,,,
2013-01-06,345.41,-1.3,3.3,-1,2.8,ccx,7.108,,,,,,,,,
2013-01-07,345.4,-1,2.8,-3.5,2.5,cxx,7.118,,,,,,,,,
2013-01-08,345.389,-1.1,2.8,-2.4,3.1,cxx,7.129,,,,,,,,,
2013-01-09,345.38,-0.9,2.8,1.1,3.9,ccc,7.138,,,,,,,,,
2013-01-10,345.363,-1.7,2.2,-2.2,3.8,scx,7.155,,,,,,,,,
2013-01-11,345.337,-2.6,2.2,-5.9,3.2,scc,7.181,,,,,,,,,
2013-01-12,345.299,-3.8,2.2,-5.5,2.1,ccc,7.219,,,,,,,,,
2013-01-13,345.277,-2.2,2.2,-6.5,-1.7,ccx,7.241,,,,,,,,,
2013-01-14,345.261,-1.6,2.2,-4.9,-0.7,ccc,7.257,,,,,,,,,
2013-01-15,345.247,-1.4,1.7,-6.5,-0.1,ccc,7.271,,,,,,,,,
2013-01-16,345.232,-1.5,1.7,-2.8,1.1,ccc,7.286,,,,,,,,,
2013-01-17,345.219,-1.3,1.7,-2.5,1.1,ccc,7.299,,,,,,,,,
2013-01-18,345.204,-1.5,1.7,-1.7,4,scc,7.314,,,,,,,,,
2013-01-19,345.192,-1.2,1.7,0.5,2.4,ccc,7.326,,,,,,,,,
2013-01-20,345.183,-0.9,1.7,-0.7,2.1,ccc,7.335,,,,,,,,,
2013-01-21,345.175,-0.8,1.7,-1.1,2.1,ccc,7.343,,,,,,,,,
2013-01-22,345.169,-0.6,1.7,-1.3,1.9,ccc,7.349,,,,,,,,,
2013-01-23,345.162,-0.7,1.7,-1.3,1.1,cxx,7.356,,,,,,,,,
2013-01-24,345.151,-1.1,1.7,-0.5,5.3,scx,7.367,,,,,,,,,
2013-01-25,345.139,-1.2,1.7,-1.1,5.9,scc,7.379,,,,,,,,,
2013-01-26,345.127,-1.2,1.7,-1.2,4.7,ccc,7.391,,,,,,,,,
2013-01-27,345.122,-0.5,1.7,0.5,4.5,scx,7.396,,,,,,,,,
2013-01-28,345.123,0.1,1.7,-0.7,4.2,ccx,7.395,,,,,,,,,
2013-01-29,345.121,-0.2,1.7,-0.5,4.3,ccx,7.397,,,,,,,,,
2013-01-30,345.122,0.1,1.7,0.9,3.7,ccc,7.396,,,,,,,,,
2013-01-31,345.124,0.2,1.7,1.4,3.9,ccx,7.394,,,,,,,,,
2013-02-01,345.126,0.2,1.7,1.8,6.4,ccc,7.392,,,,,,,,,
2013-02-02,345.127,0.1,1.7,2.3,4.6,ccc,7.391,,,,,,,,,
2013-02-03,345.12,-0.7,1.7,0.5,4.3,ccx,7.398,,,,,,,,,
2013-02-04,345.108,-1.2,1.7,1.7,5.5,ccc,7.41,,,,,,,,,
2013-02-05,345.091,-1.7,1.7,1.5,6.3,scc,7.427,,,,,,,,,
2013-02-06,345.073,-1.8,1.7,1.4,8.5,scc,7.445,,,,,,,,,
2013-02-08,345.063,-0.5,0.6,1.8,7.5,ccc,7.455,,,,,,,,,
2013-02-09,345.06,-0.3,0.6,-0.5,5.5,scc,7.458,,,,,,,,,
2013-02-07,345.068,-0.5,0.6,1.6,7.4,scc,7.45,,,,,,,,,
2013-02-10,345.057,-0.3,0.6,-1.4,5.2,scc,7.461,,,,,,,,,
2013-02-11,345.053,-0.4,0.6,-0.2,4.1,scc,7.465,,,,,,,,,
2013-02-12,345.05,-0.3,1.1,0.8,3.9,ccc,7.468,,,,,,,,,
2013-02-13,345.046,-0.4,1.1,0.9,8.1,scc,7.472,,,,,,,,,
2013-02-14,345.042,-0.4,1.1,0.2,7.7,ccc,7.476,,,,,,,,,
2013-02-15,345.037,-0.5,1.1,-0.5,6.5,ssc,7.481,,,,,,,,,
2013-02-16,345.033,-0.4,1.1,1.3,9.7,scc,7.485,,,,,,,,,
2013-02-17,345.03,-0.3,1.1,-0.2,9.5,scc,7.488,,,,,,,,,
2013-02-18,345.024,-0.6,1.1,-0.9,7.9,ccc,7.494,,,,,,,,,
2013-02-19,345.019,-0.5,1.1,-0.1,8.3,scx,7.499,,,,,,,,,
2013-02-20,345.013,-0.6,1.1,-0.9,7.3,scc,7.505,,,,,,,,,
