Date,Level (m),Level_change (cm),Surface_water_temperature (Celcius),Air_temperature_low (Celcius),Air_temperature_high (Celcius),Code,Bridge_clearance (m),,,,,,,,,
2011-06-01,347.811,4.9,13.3,9.8,21.5,scr,4.707,,,,,,,,,
2011-06-02,347.86,4.9,13.9,9.4,24.2,ssc,4.658,,,,,,,,,
2011-06-03,347.917,5.7,13.3,13.1,26.7,ssc,4.601,,,,,,,,,
2011-06-04,347.964,4.7,16.1,11.1,30.7,ssc,4.554,,,,,,,,,
2011-06-05,348.026,6.2,16.7,13.6,29.2,ssc,4.492,,,,,,,,,
2011-06-06,348.096,7,17.8,12.9,32.7,ssc,4.422,,,,,,,,,
2011-06-07,348.171,7.5,14.4,13.5,24.7,scr,4.347,,,,,,,,,
2011-06-08,348.24,6.9,16.7,11.1,25.1,scr,4.278,,,,,,,,,
2011-06-09,348.298,5.6,18.3,11.5,29.2,ssc,4.22,,,,,,,,,
2011-06-10,348.354,5.8,17.2,13.7,27.1,ssc,4.164,,,,,,,,,
2011-06-11,348.407,5.3,16.1,12.7,25.3,ssc,4.111,,,,,,,,,
2011-06-12,348.439,3.2,15.6,11.5,24.3,ssc,4.079,,,,,,,,,
2011-06-13,348.492,5.3,15.6,13.9,21.9,scr,4.026,,,,,,,,,
2011-06-14,348.562,7,15,12.1,22.7,ssc,3.956,,,,,,,,,
2011-06-15,348.619,5.7,15.6,11.6,22.1,scr,3.899,,,,,,,,,
2011-06-16,348.642,2.3,15,11.8,18.7,scr,3.876,,,,,,,,,
2011-06-17,348.653,1.1,14.4,12.7,19.7,ccr,3.865,,,,,,,,,
2011-06-18,348.677,2.4,15,13.9,20.7,ccc,3.841,,,,,,,,,
2011-06-19,348.681,0.4,14.4,14.1,20.3,scr,3.837,,,,,,,,,
2011-06-20,348.699,1.8,15,14.5,28.3,scr,3.819,,,,,,,,,
2011-06-21,348.733,3.4,16.7,12.6,29.1,ssc,3.785,,,,,,,,,
2011-06-22,348.756,2.3,16.1,12.3,30,scr,3.762,,,,,,,,,
2011-06-23,348.781,2.5,16.1,14.9,24,scr,3.737,,,,,,,,,
2011-06-24,348.846,6.5,15,11.5,19.5,scr,3.672,,,,,,,,,
2011-06-25,348.863,1.7,16.1,9.9,22.5,ssc,3.655,,,,,,,,,
2011-06-26,348.849,-1.4,16.7,13.3,30,ssc,3.669,,,,,,,,,
2011-06-27,348.822,-2.7,17.8,14.9,28.3,ssc,3.696,,,,,,,,,
2011-06-28,348.8,-2.2,16.7,17.5,23.5,scr,3.718,,,,,,,,,
2011-06-29,348.801,0.1,16.1,16.5,26.7,scc,3.717,,,,,,,,,
2011-06-30,348.785,-1.6,15,15.2,21.3,scr,3.733,,,,,,,,,
2011-07-01,348.765,-2,13.9,10.7,22.9,scc,3.753,,,,,,,,,
2011-07-02,348.743,-2.2,17.2,9.3,30.3,ssc,3.775,,,,,,,,,
2011-07-03,348.71,-3.3,15.6,16.3,28.1,ssc,3.808,,,,,,,,,
2011-07-04,348.68,-3,16.7,11.1,30.2,ssc,3.838,,,,,,,,,
2011-07-05,348.629,-5.1,16.7,11.2,34.4,sss,3.889,,,,,,,,,
2011-07-06,348.621,-0.8,18.9,13.6,35.6,sss,3.897,,,,,,,,,
2011-07-07,348.612,-0.9,18.9,15.5,32.3,scr,3.906,,,,,,,,,
2011-07-08,348.616,0.4,17.2,12.3,21.4,scr,3.902,,,,,,,,,
2011-07-09,348.626,1,16.7,10.2,28,ssc,3.892,,,,,,,,,
2011-07-10,348.597,-2.9,16.7,11.1,30.3,ssc,3.921,,,,,,,,,
2011-07-11,348.539,-5.8,16.1,17.9,29.1,ssc,3.979,,,,,,,,,
2011-07-12,348.526,-1.3,17.2,17,24.2,scr,3.992,,,,,,,,,
2011-07-13,348.51,-1.6,16.7,15.7,23.5,scr,4.008,,,,,,,,,
2011-07-14,348.489,-2.1,17.8,12.7,23.5,scr,4.029,,,,,,,,,
2011-07-15,348.447,-4.2,15.6,13.3,24.9,ccc,4.071,,,,,,,,,
2011-07-16,348.409,-3.8,16.1,15.1,27.3,scr,4.109,,,,,,,,,
2011-07-17,348.389,-2,17.8,13.1,28.1,scr,4.129,,,,,,,,,
2011-07-18,348.351,-3.8,17.8,15.9,25.1,scr,4.167,,,,,,,,,
2011-07-19,348.316,-3.5,17.2,14.8,22,scr,4.202,,,,,,,,,
2011-07-20,348.301,-1.5,18.3,14.1,25.1,scr,4.217,,,,,,,,,
2011-07-21,348.284,-1.7,17.8,13.3,22.3,scr,4.234,,,,,,,,,
2011-07-22,348.264,-2,18.3,11.7,25,scc,4.254,,,,,,,,,
2011-07-23,348.24,-2.4,18.3,13.4,26.9,ssc,4.278,,,,,,,,,
2011-07-24,348.218,-2.2,17.8,12.1,31.1,ssc,4.3,,,,,,,,,
2011-07-25,348.164,-5.4,18.3,13.5,26.9,ssc,4.354,,,,,,,,,
2011-07-26,348.109,-5.5,18.9,13.7,24.8,scr,4.409,,,,,,,,,
2011-07-27,348.064,-4.5,18.9,14.3,25.1,ssc,4.454,,,,,,,,,
2011-07-28,348.017,-4.7,20,12.6,28.9,ssc,4.501,,,,,,,,,
2011-07-29,347.956,-6.1,20,12.1,31.2,sss,4.562,,,,,,,,,
2011-07-30,347.889,-6.9,20,14.2,33.9,sss,4.629,,,,,,,,,
2011-07-31,347.837,-5.2,20.6,16.3,29.1,ssc,4.681,,,,,,,,,
2011-08-01,347.758,-7.9,20,13.8,30.5,ssc,4.76,,,,,,,,,
2011-08-02,347.699,-5.9,20.6,13.3,27.5,ssc,4.819,,,,,,,,,
2011-08-03,347.648,-5.1,20.6,11.9,31.2,ssc,4.87,,,,,,,,,
2011-08-04,347.569,-7.9,20.6,15.5,32.9,ssc,4.949,,,,,,,,,
2011-08-05,347.496,-7.3,21.1,15.5,32.1,ssc,5.022,,,,,,,,,
2011-08-06,347.427,-6.9,21.1,12.6,31.4,ssc,5.091,,,,,,,,,
2011-08-07,347.362,-6.5,21.7,13.5,32.5,sss,5.156,,,,,,,,,
2011-08-08,347.294,-6.8,21.7,13.9,32.9,sss,5.224,,,,,,,,,
2011-08-09,347.218,-7.6,21.7,13.3,33.4,sss,5.3,,,,,,,,,
2011-08-10,347.163,-5.5,21.7,13.9,31.6,scr,5.355,,,,,,,,,
2011-08-11,347.11,-5.3,22.8,13.5,30.4,ssc,5.408,,,,,,,,,
2011-08-12,347.054,-5.6,22.8,14,32.2,sss,5.464,,,,,,,,,
2011-08-13,347.002,-5.2,22.8,14.5,32.3,ssc,5.516,,,,,,,,,
2011-08-14,346.948,-5.4,23.3,13.6,24.9,scc,5.57,,,,,,,,,
2011-08-15,346.866,-8.2,21.7,13.6,24.4,scc,5.652,,,,,,,,,
2011-08-16,346.814,-5.2,22.2,11.5,28.9,ssc,5.704,,,,,,,,,
2011-08-17,346.769,-4.5,22.2,10.3,24.9,scr,5.749,,,,,,,,,
2011-08-18,346.712,-5.7,21.1,12.1,26.9,ssc,5.806,,,,,,,,,
2011-08-19,346.66,-5.2,21.1,9.1,29.4,ssc,5.858,,,,,,,,,
2011-08-20,346.613,-4.7,21.1,11.8,31.5,sss,5.905,,,,,,,,,
2011-08-21,346.57,-4.3,21.7,13.7,29.5,ssc,5.948,,,,,,,,,
2011-08-22,346.526,-4.4,21.7,15.5,19.3,ccr,5.992,,,,,,,,,
2011-08-23,346.484,-4.2,21.7,14.3,30.3,ssc,6.034,,,,,,,,,
2011-08-24,346.439,-4.5,21.1,13.1,29.9,ssc,6.079,,,,,,,,,
2011-08-25,346.394,-4.5,21.1,13.6,30.9,sss,6.124,,,,,,,,,
2011-08-26,346.352,-4.2,21.1,12.7,30.2,sss,6.166,,,,,,,,,
2011-08-27,346.314,-3.8,21.7,13.2,31.3,sss,6.204,,,,,,,,,
2011-08-28,346.277,-3.7,21.7,12.7,30.8,sss,6.241,,,,,,,,,
2011-08-29,346.236,-4.1,22.8,12.9,29.5,ssc,6.282,,,,,,,,,
2011-08-30,346.197,-3.9,22.2,16.3,25.1,scr,6.321,,,,,,,,,
2011-08-31,346.176,-2.1,21.1,8.7,24.6,scr,6.342,,,,,,,,,
2011-09-01,346.143,-3.3,21.1,7.9,20.5,scc,6.375,,,,,,,,,
2011-09-02,346.106,-3.7,21.7,9,22.4,ssc,6.412,,,,,,,,,
2011-09-03,346.064,-4.2,21.1,7.5,24.3,ssc,6.454,,,,,,,,,
2011-09-04,346.02,-4.4,21.1,8.5,27.7,ssc,6.498,,,,,,,,,
2011-09-05,345.977,-4.3,20,9.9,28.1,ssc,6.541,,,,,,,,,
2011-09-06,345.944,-3.3,20.6,10.7,28.6,sss,6.574,,,,,,,,,
2011-09-07,345.921,-2.3,21.1,11.5,28.9,ssc,6.597,,,,,,,,,
2011-09-08,345.904,-1.7,21.1,11.5,28.7,sss,6.614,,,,,,,,,
2011-09-09,345.893,-1.1,19.4,12.3,28.7,sss,6.625,,,,,,,,,
2011-09-10,345.881,-1.2,20,11.9,28.5,sss,6.637,,,,,,,,,
2011-09-11,345.852,-2.9,20,11.5,28.7,sss,6.666,,,,,,,,,
2011-09-12,345.823,-2.9,20,12.6,29.1,sss,6.695,,,,,,,,,
2011-09-13,345.8,-2.3,19.4,13.6,28.7,ssc,6.718,,,,,,,,,
2011-09-14,345.779,-2.1,20,12.7,27.9,sss,6.739,,,,,,,,,
2011-09-15,345.756,-2.3,20,11.9,24.1,scr,6.762,,,,,,,,,
2011-09-16,345.734,-2.2,19.4,11.7,22.1,ssc,6.784,,,,,,,,,
2011-09-17,345.714,-2,19.4,10.7,20.3,ccr,6.804,,,,,,,,,
2011-09-18,345.697,-1.7,19.4,10.7,18,scr,6.821,,,,,,,,,
2011-09-19,345.682,-1.5,19.4,9.4,21.5,ssc,6.836,,,,,,,,,
2011-09-20,345.663,-1.9,19.4,6.4,21.1,sss,6.855,,,,,,,,,
2011-09-21,345.646,-1.7,18.9,10.9,21.4,ssc,6.872,,,,,,,,,
2011-09-22,345.628,-1.8,18.9,11.9,18.6,ccc,6.89,,,,,,,,,
2011-09-23,345.609,-1.9,18.3,15.1,27.9,ssc,6.909,,,,,,,,,
2011-09-24,345.588,-2.1,18.3,13.5,27.1,sss,6.93,,,,,,,,,
2011-09-25,345.569,-1.9,17.8,12.4,21.1,ccc,6.949,,,,,,,,,
2011-09-26,345.551,-1.8,17.8,8.3,19.8,ccr,6.967,,,,,,,,,
2011-09-27,345.531,-2,17.8,9.4,20.3,scr,6.987,,,,,,,,,
2011-09-28,345.512,-1.9,17.2,7.8,19.9,ssc,7.006,,,,,,,,,
2011-09-29,345.497,-1.5,17.2,6.7,19.1,ssc,7.021,,,,,,,,,
2011-09-30,345.483,-1.4,16.7,8.2,19.3,ccc,7.035,,,,,,,,,
2011-10-01,345.468,-1.5,16.7,9.9,13,crr,7.05,,,,,,,,,
2011-10-02,345.455,-1.3,16.7,10.8,17.5,ccr,7.063,,,,,,,,,
2011-10-03,345.467,1.2,16.7,12.3,14.7,rrr,7.051,,,,,,,,,
2011-10-04,345.486,1.9,16.1,9.2,16.4,ccr,7.032,,,,,,,,,
2011-10-05,345.501,1.5,16.1,6.3,13.8,ccr,7.017,,,,,,,,,
2011-10-06,345.514,1.3,15.6,8.5,16.5,scc,7.004,,,,,,,,,
2011-10-07,345.524,1,15.6,7.5,16.4,ssc,6.994,,,,,,,,,
2011-10-08,345.526,0.2,15.6,5.7,14.9,ssc,6.992,,,,,,,,,
2011-10-09,345.521,-0.5,15.6,8,16.2,scc,6.997,,,,,,,,,
2011-10-10,345.514,-0.7,15.6,7.5,12.6,ccr,7.004,,,,,,,,,
2011-10-11,345.508,-0.6,15.6,10.5,15.5,scr,7.01,,,,,,,,,
2011-10-12,345.511,0.3,15,6.6,14.1,scr,7.007,,,,,,,,,
2011-10-13,345.517,0.6,15,3.6,14.1,scr,7.001,,,,,,,,,
2011-10-14,345.524,0.7,14.4,2.7,13.5,scc,6.994,,,,,,,,,
2011-10-15,345.522,-0.2,13.9,1.5,11.5,ssc,6.996,,,,,,,,,
2011-10-16,345.517,-0.5,13.9,0.5,12.1,ssc,7.001,,,,,,,,,
2011-10-17,345.51,-0.7,13.3,3.3,13.5,ssc,7.008,,,,,,,,,
2011-10-18,345.504,-0.6,13.3,2.3,14.4,ssc,7.014,,,,,,,,,
2011-10-19,345.501,-0.3,13.3,5.5,14.3,scr,7.017,,,,,,,,,
2011-10-20,345.503,0.2,13.3,6.3,13.9,scr,7.015,,,,,,,,,
2011-10-21,345.506,0.3,12.8,6.3,10.9,crr,7.012,,,,,,,,,
2011-10-22,345.508,0.2,12.8,7.5,11.6,ccr,7.01,,,,,,,,,
2011-10-23,345.513,0.5,12.8,5,11.5,scc,7.005,,,,,,,,,
2011-10-24,345.519,0.6,12.8,3.9,10.7,ccc,6.999,,,,,,,,,
2011-10-25,345.524,0.5,12.2,3.2,10.3,ssc,6.994,,,,,,,,,
2011-10-26,345.528,0.4,12.2,1.1,5.9,scr,6.99,,,,,,,,,
2011-10-27,345.526,-0.2,12.2,1.5,9,scr,6.992,,,,,,,,,
2011-10-28,345.521,-0.5,11.7,4.7,8.3,ccc,6.997,,,,,,,,,
2011-10-29,345.516,-0.5,11.7,2.6,11.4,scr,7.002,,,,,,,,,
2011-10-30,345.51,-0.6,11.1,3.4,8.1,ccr,7.008,,,,,,,,,
2011-10-31,345.505,-0.5,11.1,2,9.1,scr,7.013,,,,,,,,,
2011-11-01,345.502,-0.3,10.6,0.1,9.7,ssc,7.016,,,,,,,,,
2011-11-02,345.498,-0.4,10,4.2,9.3,scc,7.02,,,,,,,,,
2011-11-03,345.493,-0.5,10,2.5,10.7,ssc,7.025,,,,,,,,,
2011-11-04,345.49,-0.3,10,-0.3,8.9,ssc,7.028,,,,,,,,,
2011-11-05,345.486,-0.4,10,-1.1,7.7,ccc,7.032,,,,,,,,,
2011-11-06,345.481,-0.5,10,-2.8,6.7,scc,7.037,,,,,,,,,
2011-11-07,345.474,-0.7,10,-2.2,3.5,cxx,7.044,,,,,,,,,
2011-11-08,345.463,-1.1,10,0.4,6.4,scc,7.055,,,,,,,,,
2011-11-09,345.45,-1.3,9.4,0.5,6.7,ccr,7.068,,,,,,,,,
2011-11-10,345.439,-1.1,9.4,3.6,7.4,ccc,7.079,,,,,,,,,
2011-11-11,345.43,-0.9,9.4,3.7,6.9,ccr,7.088,,,,,,,,,
2011-11-12,345.419,-1.1,9.4,3.1,7.5,ccr,7.099,,,,,,,,,
2011-11-13,345.413,-0.6,8.9,2.7,8.6,scr,7.105,,,,,,,,,
2011-11-14,345.412,-0.1,8.9,-1.2,7.4,scc,7.106,,,,,,,,,
2011-11-15,345.414,0.2,8.9,-2.1,7.5,scx,7.104,,,,,,,,,
2011-11-16,345.418,0.4,8.3,-1.4,7.1,ccx,7.1,,,,,,,,,
2011-11-17,345.419,0.1,8.3,-2.3,5.9,ccx,7.099,,,,,,,,,
2011-11-18,345.418,-0.1,8.3,-2.1,4.2,ccc,7.1,,,,,,,,,
2011-11-19,345.416,-0.2,8.3,-2.9,1.1,ccc,7.102,,,,,,,,,
2011-11-20,345.412,-0.4,8.3,-3.4,3.7,scc,7.106,,,,,,,,,
2011-11-21,345.411,-0.1,8.3,-2.9,3.2,ccx,7.107,,,,,,,,,
2011-11-22,345.406,-0.5,7.2,1.1,7,scr,7.112,,,,,,,,,
2011-11-23,345.397,-0.9,7.2,-0.5,7.1,ccc,7.121,,,,,,,,,
2011-11-24,345.385,-1.2,7.2,-0.1,5.4,crx,7.133,,,,,,,,,
2011-11-25,345.374,-1.1,6.1,1.7,9.1,scr,7.144,,,,,,,,,
2011-11-26,345.365,-0.9,6.1,2.3,6.4,ccr,7.153,,,,,,,,,
2011-11-27,345.36,-0.5,6.1,4.3,10.2,ccr,7.158,,,,,,,,,
2011-11-28,345.356,-0.4,6.1,1.9,7.3,scc,7.162,,,,,,,,,
2011-11-29,345.353,-0.3,5.6,1.9,4.9,crx,7.165,,,,,,,,,
2011-11-30,345.35,-0.3,5.6,-1.5,5.9,scc,7.168,,,,,,,,,
2011-12-01,345.349,-0.1,5.6,-1.2,3.2,ssc,7.169,,,,,,,,,
2011-12-02,345.347,-0.2,5.6,-1.8,3.5,ssc,7.171,,,,,,,,,
2011-12-03,345.343,-0.4,5.6,-0.3,4.2,scc,7.175,,,,,,,,,
2011-12-04,345.334,-0.9,5,-2.1,4.1,ssc,7.184,,,,,,,,,
2011-12-05,345.326,-0.8,5,-1.6,4.7,scc,7.192,,,,,,,,,
2011-12-06,345.317,-0.9,5,-1.3,4.3,ssc,7.201,,,,,,,,,
2011-12-07,345.309,-0.8,5,-2.7,5.1,ssc,7.209,,,,,,,,,
2011-12-08,345.3,-0.9,4.4,-3.2,1.9,scc,7.218,,,,,,,,,
2011-12-09,345.29,-1,4.4,-4.2,2.8,ccc,7.228,,,,,,,,,
2011-12-10,345.282,-0.8,4.4,-4.9,4.6,scx,7.236,,,,,,,,,
2011-12-11,345.276,-0.6,4.4,-2.4,5.9,scc,7.242,,,,,,,,,
2011-12-12,345.268,-0.8,4.4,-1.7,3.7,ccc,7.25,,,,,,,,,
2011-12-13,345.261,-0.7,4.4,-0.6,2.5,ccc,7.257,,,,,,,,,
2011-12-14,345.253,-0.8,4.4,-0.9,3.2,ccx,7.265,,,,,,,,,
2011-12-15,345.247,-0.6,4.4,0,3,ccc,7.271,,,,,,,,,
2011-12-16,345.24,-0.7,4.4,0.5,4.3,cxx,7.278,,,,,,,,,
2011-12-17,345.234,-0.6,4.4,1,4.1,ccx,7.284,,,,,,,,,
2011-12-18,345.227,-0.7,4.4,0.7,4.3,scc,7.291,,,,,,,,,
2011-12-19,345.218,-0.9,4.4,0.3,5.5,scc,7.3,,,,,,,,,
2011-12-20,345.21,-0.8,4.4,-0.1,4.8,ccc,7.308,,,,,,,,,
2011-12-21,345.201,-0.9,3.9,-2.3,6.7,ssc,7.317,,,,,,,,,
2011-12-22,345.192,-0.9,3.9,-6.4,2.6,ssc,7.326,,,,,,,,,
2011-12-23,345.183,-0.9,3.9,-3.6,2.9,scc,7.335,,,,,,,,,
2011-12-24,345.179,-0.4,3.9,-0.2,3.1,ccx,7.339,,,,,,,,,
2011-12-25,345.178,-0.1,3.9,0.4,5.1,ccx,7.34,,,,,,,,,
2011-12-26,345.176,-0.2,3.9,-0.3,4.7,ccx,7.342,,,,,,,,,
2011-12-27,345.177,0.1,3.9,1.4,4.2,ccx,7.341,,,,,,,,,
2011-12-28,345.179,0.2,3.9,1.7,7.8,ccr,7.339,,,,,,,,,
2011-12-29,345.176,-0.3,3.9,2.1,8.1,scr,7.342,,,,,,,,,
2011-12-30,345.174,-0.2,3.9,1.5,8.7,scr,7.344,,,,,,,,,
2011-12-31,345.171,-0.3,3.9,-1.3,4.4,scc,7.347,,,,,,,,,
2012-01-01,345.167,-0.4,3.9,-1.3,3.9,scc,7.351,,,,,,,,,
2012-01-02,345.162,-0.5,3.9,-1.9,4.3,scx,7.356,,,,,,,,,
2012-01-03,345.156,-0.6,3.3,1.3,5.1,ccc,7.362,,,,,,,,,
2012-01-04,345.148,-0.8,3.3,2.5,7.6,ccr,7.37,,,,,,,,,
2012-01-05,345.142,-0.6,3.3,-0.6,9.1,scc,7.376,,,,,,,,,
2012-01-06,345.136,-0.6,3.3,-0.7,5.5,scc,7.382,,,,,,,,,
2012-01-07,345.131,-0.5,3.3,0.1,4.7,ccx,7.387,,,,,,,,,
2012-01-08,345.126,-0.5,3.3,1.5,4.7,ccc,7.392,,,,,,,,,
2012-01-09,345.12,-0.6,3.3,1.7,7.1,ccr,7.398,,,,,,,,,
2012-01-10,345.115,-0.5,3.3,-4,4.3,ssc,7.403,,,,,,,,,
2012-01-11,345.107,-0.8,2.2,-6.9,0.5,ssc,7.411,,,,,,,,,
2012-01-12,345.101,-0.6,2.2,-7.1,0.6,ssc,7.417,,,,,,,,,
2012-01-13,345.094,-0.7,2.2,-6.7,1.8,ccx,7.424,,,,,,,,,
2012-01-14,345.089,-0.5,2.2,-2.3,2.7,ccx,7.429,,,,,,,,,
2012-01-15,345.086,-0.3,2.2,-6.6,2.3,ccc,7.432,,,,,,,,,
2012-01-16,345.082,-0.4,2.2,-9.7,-3.5,ccx,7.436,,,,,,,,,
2012-01-17,345.078,-0.4,2.2,-16.3,-5.9,ccc,7.44,,,,,,,,,
2012-01-18,345.075,-0.3,2.2,-16.3,-9.3,ccc,7.443,,,,,,,,,
2012-01-19,345.073,-0.2,2.2,-13.4,-6.7,ccx,7.445,,,,,,,,,
2012-01-20,345.07,-0.3,1.7,-9.8,-4.1,ccx,7.448,,,,,,,,,
2012-01-21,345.067,-0.3,1.7,-6.7,0.1,cxx,7.451,,,,,,,,,
2012-01-22,345.069,0.2,1.7,-7.2,3.5,scx,7.449,,,,,,,,,
2012-01-23,345.076,0.7,1.7,-2.9,5.5,scc,7.442,,,,,,,,,
2012-01-24,345.082,0.6,1.7,-3.3,3.5,ccc,7.436,,,,,,,,,
2012-01-25,345.09,0.8,1.7,0.1,8.8,ccc,7.428,,,,,,,,,
2012-01-26,345.097,0.7,1.7,-2.4,5.3,scc,7.421,,,,,,,,,
2012-01-27,345.105,0.8,1.1,-2.5,4.4,ccc,7.413,,,,,,,,,
2012-01-28,345.113,0.8,1.1,-1.1,2.7,cxx,7.405,,,,,,,,,
2012-01-29,345.119,0.6,1.1,0.5,4.7,ccc,7.399,,,,,,,,,
2012-01-30,345.121,0.2,1.1,-0.7,6.7,ssc,7.397,,,,,,,,,
2012-01-31,345.12,-0.1,1.1,2.1,8.2,scr,7.398,,,,,,,,,
2012-02-01,345.117,-0.3,1.1,1.1,4.5,scr,7.401,,,,,,,,,
2012-02-02,345.111,-0.6,1.1,0.1,5.5,ssc,7.407,,,,,,,,,
2012-02-03,345.104,-0.7,1.1,-3.1,4.7,ssc,7.414,,,,,,,,,
2012-02-04,345.098,-0.6,1.1,-3.7,3.1,ssc,7.42,,,,,,,,,
2012-02-05,345.087,-1.1,1.1,-4.5,2.8,ssc,7.431,,,,,,,,,
2012-02-06,345.075,-1.2,1.1,-3.2,2.9,ssc,7.443,,,,,,,,,
2012-02-07,345.064,-1.1,1.1,-4.5,2.3,ssc,7.454,,,,,,,,,
2012-02-08,345.052,-1.2,1.1,-6.1,1.9,scx,7.466,,,,,,,,,
2012-02-09,345.039,-1.3,1.1,0.1,7,scc,7.479,,,,,,,,,
2012-02-10,345.026,-1.3,1.1,2.1,6.3,scc,7.492,,,,,,,,,
2012-02-11,345.011,-1.5,1.1,2.3,6.6,ccc,7.507,,,,,,,,,
2012-02-12,345,-1.1,1.1,2.1,7.7,ssc,7.518,,,,,,,,,
2012-02-13,344.992,-0.8,1.1,-1.7,9,ssc,7.526,,,,,,,,,
2012-02-14,344.986,-0.6,1.1,-4.1,4.9,ssc,7.532,,,,,,,,,
2012-02-15,344.978,-0.8,1.1,-5.1,5.1,ssc,7.54,,,,,,,,,
2012-02-16,344.971,-0.7,1.1,-2.1,3.3,cxx,7.547,,,,,,,,,
2012-02-17,344.966,-0.5,1.1,0,7.1,ccc,7.552,,,,,,,,,
2012-02-18,344.96,-0.6,1.1,1.5,5.5,crx,7.558,,,,,,,,,
2012-02-19,344.961,0.1,1.1,2.1,6.7,ccr,7.557,,,,,,,,,
2012-02-20,344.964,0.3,1.1,1.4,6.9,ccr,7.554,,,,,,,,,
2012-02-21,344.968,0.4,1.1,1.8,5,ccr,7.55,,,,,,,,,
2012-02-22,344.972,0.4,1.1,1.9,10.7,scr,7.546,,,,,,,,,
2012-02-23,344.976,0.4,1.1,1.7,9.1,ssc,7.542,,,,,,,,,
2012-02-24,344.979,0.3,1.7,1.1,4.5,cxx,7.539,,,,,,,,,
2012-02-25,344.982,0.3,1.7,1.6,5.3,crx,7.536,,,,,,,,,
2012-02-26,344.984,0.2,1.7,-5.5,2.9,scc,7.534,,,,,,,,,
2012-02-27,344.983,-0.1,1.7,-7.7,1.9,ssc,7.535,,,,,,,,,
2012-02-28,344.981,-0.2,1.7,-6.1,5.1,ssc,7.537,,,,,,,,,
2012-02-29,344.978,-0.3,1.1,0.3,4.5,ccx,7.54,,,,,,,,,
2012-03-01,344.974,-0.4,1.1,-1.6,5.9,ccc,7.544,,,,,,,,,
2012-03-02,344.971,-0.3,1.1,-0.4,5.3,ccr,7.547,,,,,,,,,
2012-03-03,344.967,-0.4,1.1,2.4,5.5,crx,7.551,,,,,,,,,
2012-03-04,344.962,-0.5,1.7,2.3,7.5,ccr,7.556,,,,,,,,,
2012-03-05,344.958,-0.4,1.7,0.6,7.7,ssc,7.56,,,,,,,,,
2012-03-06,344.953,-0.5,1.7,0.1,7.3,ssc,7.565,,,,,,,,,
2012-03-07,344.949,-0.4,1.7,-0.6,8.7,ssc,7.569,,,,,,,,,
2012-03-08,344.944,-0.5,1.7,0.5,7.5,ccc,7.574,,,,,,,,,
2012-03-09,344.939,-0.5,1.7,2.1,9.3,ccc,7.579,,,,,,,,,
2012-03-10,344.937,-0.2,1.7,4.1,8.9,ccr,7.581,,,,,,,,,
2012-03-11,344.939,0.2,1.7,0.8,8.9,ccr,7.579,,,,,,,,,
2012-03-12,344.946,0.7,1.7,2,5.2,ccr,7.572,,,,,,,,,
2012-03-13,344.954,0.8,1.7,1.5,8.9,scx,7.564,,,,,,,,,
2012-03-14,344.964,1,1.7,0.5,8.2,scr,7.554,,,,,,,,,
2012-03-15,344.972,0.8,1.7,0.8,8.9,scr,7.546,,,,,,,,,
2012-03-16,344.98,0.8,2.2,1,10.3,ccr,7.538,,,,,,,,,
2012-03-17,344.987,0.7,2.2,1.1,9.5,ccx,7.531,,,,,,,,,
2012-03-18,344.993,0.6,2.2,-2,10.7,ssc,7.525,,,,,,,,,
2012-03-19,345,0.7,2.2,-0.2,10,ccc,7.518,,,,,,,,,
2012-03-20,345.008,0.8,2.2,0.9,11.1,ssc,7.51,,,,,,,,,
2012-03-21,345.014,0.6,2.2,-0.9,10.5,ssc,7.504,,,,,,,,,
2012-03-22,345.023,0.9,2.2,0.7,11.7,ssc,7.495,,,,,,,,,
2012-03-23,345.031,0.8,2.2,-0.5,12.3,ssc,7.487,,,,,,,,,
2012-03-24,345.038,0.7,2.2,-1.9,14,ssc,7.48,,,,,,,,,
2012-03-25,345.042,0.4,2.2,-0.3,12.9,scc,7.476,,,,,,,,,
2012-03-26,345.043,0.1,2.2,0.2,12.1,scr,7.475,,,,,,,,,
2012-03-27,345.041,-0.2,2.8,0.5,13.1,scc,7.477,,,,,,,,,
2012-03-28,345.038,-0.3,2.8,1.1,11.9,scr,7.48,,,,,,,,,
2012-03-29,345.036,-0.2,2.8,4.3,12.3,scr,7.482,,,,,,,,,
2012-03-30,345.034,-0.2,2.8,1.9,12.4,scr,7.484,,,,,,,,,
2012-03-31,345.031,-0.3,2.8,0.7,9.9,scr,7.487,,,,,,,,,
2012-04-01,345.026,-0.5,2.8,3.3,9.1,ccr,7.492,,,,,,,,,
2012-04-02,345.021,-0.5,2.8,1.1,13.9,ssc,7.497,,,,,,,,,
2012-04-03,345.017,-0.4,2.8,6.7,15.9,scr,7.501,,,,,,,,,
2012-04-04,345.012,-0.5,2.8,3.4,10.5,scc,7.506,,,,,,,,,
2012-04-05,345.008,-0.4,2.8,4,11.1,ccr,7.51,,,,,,,,,
2012-04-06,345.005,-0.3,2.8,1.1,13.1,ccc,7.513,,,,,,,,,
2012-04-07,345.001,-0.4,2.8,-0.1,14.2,ssc,7.517,,,,,,,,,
2012-04-08,345.004,0.3,2.8,0.1,17.2,ssc,7.514,,,,,,,,,
2012-04-09,345.027,2.3,2.8,2.3,20.5,ssc,7.491,,,,,,,,,
2012-04-10,345.068,4.1,2.8,5.1,19.9,scc,7.45,,,,,,,,,
